id,pageUrl,type,title,priority,status,createdAt
"1","https://cyfrovahata.com.ua/category/rozrobka-saitiv/","meta","","2","invalid","2026-06-15T11:59:17.376Z"
"2","https://cyfrovahata.com.ua/category/rozrobka-saitiv/","seoBlock","","2","invalid","2026-06-15T11:59:17.378Z"
"3","https://cyfrovahata.com.ua/category/rozrobka-saitiv/","faq","","2","invalid","2026-06-15T11:59:17.387Z"
"4","https://cyfrovahata.com.ua/category/seo-prosuvannya-saitiv/","content","","2","failed","2026-06-15T12:07:56.749Z"
"5","https://cyfrovahata.com.ua/category/rozrobka-saitiv/","meta","Розробка сайтів Україна | Цифрова хата 2026","2","invalid","2026-06-15T12:08:12.015Z"
"6","https://cyfrovahata.com.ua/category/rozrobka-saitiv/","structuredData","","2","invalid","2026-06-15T12:08:12.040Z"
"7","https://cyfrovahata.com.ua/category/rozrobka-saitiv/","callToAction","","2","invalid","2026-06-15T12:08:12.070Z"
"8","https://cyfrovahata.com.ua/pidtrymka-saitiv/","content","Оптимізація заголовка для покращення CTR","2","failed","2026-06-15T12:08:56.070Z"
"9","https://cyfrovahata.com.ua/pidtrymka-saitiv/","content","Додавання локальних ключових фраз для кращого SEO","2","failed","2026-06-15T12:08:56.071Z"
"10","https://cyfrovahata.com.ua/pidtrymka-saitiv/","content","Створення FAQ блоку для підвищення корисності сторінки","2","failed","2026-06-15T12:08:56.074Z"
"11","https://cyfrovahata.com.ua/pidtrymka-saitiv/","content","Оптимізація мета опису для більшої релевантності","2","failed","2026-06-15T12:08:56.084Z"
"12","https://cyfrovahata.com.ua/pidtrymka-saitiv/","content","Покращення тексту на сторінці з урахуванням ключових слів","2","failed","2026-06-15T12:08:56.116Z"
"13","https://cyfrovahata.com.ua/pidtrymka-saitiv/","content","Додавання інформації про ціни для прозорості та довіри","2","failed","2026-06-15T12:08:56.118Z"
"14","https://cyfrovahata.com.ua/pro-nas-cyfrovahata/","content","Оптимізація сторінки «Про нас — Цифрова хата» для локального SEO","2","failed","2026-06-15T12:09:11.063Z"
"15","https://cyfrovahata.com.ua/pro-nas-cyfrovahata/","content","Створення FAQ-блоку для сторінки «Про нас»","2","failed","2026-06-15T12:09:11.065Z"
"16","https://cyfrovahata.com.ua/pro-nas-cyfrovahata/","content","Оптимізація метатегів Title та Description","2","failed","2026-06-15T12:09:11.076Z"
"17","https://cyfrovahata.com.ua/pro-nas-cyfrovahata/","content","Покращення структури сторінки з акцентом на послуги","2","failed","2026-06-15T12:09:11.080Z"
"18","https://cyfrovahata.com.ua/pro-nas-cyfrovahata/","content","Додавання заклику до дії з локальним акцентом","2","failed","2026-06-15T12:09:11.085Z"
"19","https://cyfrovahata.com.ua/pro-nas-cyfrovahata/","content","Покращення внутрішньої перелінковки з іншими сторінками сайту","2","failed","2026-06-15T12:09:11.093Z"
"20","https://cyfrovahata.com.ua/","content","Оптимізація семантики з акцентом на локальний пошук","2","failed","2026-06-15T12:10:00.223Z"
"21","https://cyfrovahata.com.ua/","content","Покращення структури FAQ для підвищення CTR","2","failed","2026-06-15T12:10:00.252Z"
"22","https://cyfrovahata.com.ua/","content","Оптимізація метаданих з використанням локальних ключових фраз","2","failed","2026-06-15T12:10:00.318Z"
"23","https://cyfrovahata.com.ua/","content","Розширення контенту з кейсами локальних проектів","2","failed","2026-06-15T12:10:00.334Z"
"24","https://cyfrovahata.com.ua/","content","Покращення внутрішньої перелінковки для SEO просування","2","failed","2026-06-15T12:10:00.358Z"
"25","https://cyfrovahata.com.ua/","content","Створення блогу з корисними статтями та порадами","2","failed","2026-06-15T12:10:00.360Z"
"26","https://cyfrovahata.com.ua/skilky-koshtuie-sait-pid-kliuch-v-ukraini/","content","Оптимізація ключових фраз для сторінки про створення сайтів","2","invalid","2026-06-15T12:10:52.379Z"
"27","https://cyfrovahata.com.ua/skilky-koshtuie-sait-pid-kliuch-v-ukraini/","content","Пропозиції для покращення мета-опису","2","invalid","2026-06-15T12:10:52.395Z"
"28","https://cyfrovahata.com.ua/skilky-koshtuie-sait-pid-kliuch-v-ukraini/","content","Ідеї для FAQ у форматі Schema","2","invalid","2026-06-15T12:10:52.416Z"
"29","https://cyfrovahata.com.ua/skilky-koshtuie-sait-pid-kliuch-v-ukraini/","content","Покращення заголовка для SEO","2","invalid","2026-06-15T12:10:52.420Z"
"30","https://cyfrovahata.com.ua/skilky-koshtuie-sait-pid-kliuch-v-ukraini/","content","Розширення контенту для внутрішньої SEO оптимізації","2","invalid","2026-06-15T12:10:52.427Z"
"31","https://cyfrovahata.com.ua/skilky-koshtuie-sait-pid-kliuch-v-ukraini/","content","Структура статті для кращого ранжування","2","invalid","2026-06-15T12:10:52.438Z"
"32","https://cyfrovahata.com.ua/category/seo-prosuvannya-saitiv/","title","","2","failed","2026-06-15T12:15:44.724Z"
"33","https://cyfrovahata.com.ua/category/seo-prosuvannya-saitiv/","description","","2","failed","2026-06-15T12:15:44.728Z"
"34","https://cyfrovahata.com.ua/category/seo-prosuvannya-saitiv/","seoBlock","","2","failed","2026-06-15T12:15:44.730Z"
"35","https://cyfrovahata.com.ua/category/seo-prosuvannya-saitiv/","faq","","2","failed","2026-06-15T12:15:44.736Z"
"36","https://cyfrovahata.com.ua/category/rozrobka-saitiv/","meta","Розробка сайтів в Україні | Цифрова хата","2","invalid","2026-06-15T12:15:58.535Z"
"37","https://cyfrovahata.com.ua/category/rozrobka-saitiv/","content","","2","invalid","2026-06-15T12:15:58.537Z"
"38","https://cyfrovahata.com.ua/category/rozrobka-saitiv/","seo","","2","invalid","2026-06-15T12:15:58.541Z"
"39","https://cyfrovahata.com.ua/kontakty/","seo","Розробка сайтів Україна від Цифрова хата","2","failed","2026-06-15T12:17:10.442Z"
"40","https://cyfrovahata.com.ua/kontakty/","seo","Розробка сайтів Ужгород — професійно і швидко","2","failed","2026-06-15T12:17:10.468Z"
"41","https://cyfrovahata.com.ua/kontakty/","seo","SEO просування сайтів від Цифрова хата","2","failed","2026-06-15T12:17:10.470Z"
"42","https://cyfrovahata.com.ua/kontakty/","seo","Сайт під ключ — готове рішення для вашого бізнесу","2","failed","2026-06-15T12:17:10.495Z"
"43","https://cyfrovahata.com.ua/kontakty/","faq","Питання та відповіді по розробці сайтів і SEO","2","failed","2026-06-15T12:17:10.497Z"
"44","https://cyfrovahata.com.ua/","seoBlock","","2","failed","2026-06-15T12:17:22.374Z"
"45","https://cyfrovahata.com.ua/","faq","","2","failed","2026-06-15T12:17:22.385Z"
"46","https://cyfrovahata.com.ua/skilky-koshtuie-sait-pid-kliuch-v-ukraini/","content","","2","invalid","2026-06-15T12:18:13.104Z"
"47","https://cyfrovahata.com.ua/category/seo-prosuvannya-saitiv/","faq","Часті запитання про SEO просування сайтів","3","failed","2026-06-15T12:35:48.270Z"
"48","https://cyfrovahata.com.ua/category/seo-prosuvannya-saitiv/","seo_block","SEO оптимізація для сайту: основні переваги від Цифрова хата","2","failed","2026-06-15T12:35:48.282Z"
"49","https://cyfrovahata.com.ua/category/seo-prosuvannya-saitiv/","content","SEO просування сайтів - професійна розробка сайтів і просування","3","failed","2026-06-15T12:35:48.287Z"
"50","https://cyfrovahata.com.ua/category/rozrobka-saitiv/","faq","Часті запитання про розробку сайтів в Україні у 2026 році","3","invalid","2026-06-15T12:36:05.299Z"
"51","https://cyfrovahata.com.ua/category/rozrobka-saitiv/","seo_block","Оптимізований SEO блок з локальними ключовими фразами для розробки сайтів","2","invalid","2026-06-15T12:36:05.311Z"
"52","https://cyfrovahata.com.ua/category/rozrobka-saitiv/","content","Оптимізація Title, Description та внутрішніх посилань на сторінці розробки сайтів","3","invalid","2026-06-15T12:36:05.321Z"
"53","https://cyfrovahata.com.ua/rozrobka-saitiv-pid-kliuch/","faq","Часті питання про розробку сайтів під ключ","3","failed","2026-06-15T12:36:21.915Z"
"54","https://cyfrovahata.com.ua/rozrobka-saitiv-pid-kliuch/","seo_block","Розробка сайтів під ключ в Україні з гарантією заявок","2","failed","2026-06-15T12:36:21.935Z"
"55","https://cyfrovahata.com.ua/rozrobka-saitiv-pid-kliuch/","content","Оптимізація контенту та внутрішніх посилань для покращення UX та SEO","3","failed","2026-06-15T12:36:21.954Z"
"56","https://cyfrovahata.com.ua/pidtrymka-saitiv/","faq","Часті питання про підтримку сайтів","3","failed","2026-06-15T12:36:32.192Z"
"57","https://cyfrovahata.com.ua/pidtrymka-saitiv/","seo_block","Професійна підтримка та розробка сайтів в Україні та Ужгороді","2","failed","2026-06-15T12:36:32.194Z"
"58","https://cyfrovahata.com.ua/pidtrymka-saitiv/","content","Оптимізація контенту: скорочення title, оновлення опису, внутрішні посилання","3","failed","2026-06-15T12:36:32.195Z"
"59","https://cyfrovahata.com.ua/pro-nas-cyfrovahata/","faq","FAQ про послуги Цифрової хати","3","failed","2026-06-15T12:36:42.872Z"
"60","https://cyfrovahata.com.ua/pro-nas-cyfrovahata/","seo_block","SEO блок з локальними ключовими словами","2","failed","2026-06-15T12:36:42.879Z"
"61","https://cyfrovahata.com.ua/pro-nas-cyfrovahata/","content","Оптимізація контенту та внутрішніх посилань","2","failed","2026-06-15T12:36:42.882Z"
"62","https://cyfrovahata.com.ua/seo-prosuvannya-saitiv/","faq","Часті питання про SEO просування сайтів","3","failed","2026-06-15T12:36:55.485Z"
"63","https://cyfrovahata.com.ua/seo-prosuvannya-saitiv/","seo_block","Оптимізація SEO просування сайтів із ключовими локальними фразами","2","failed","2026-06-15T12:36:55.492Z"
"64","https://cyfrovahata.com.ua/seo-prosuvannya-saitiv/","content","Оптимізація мета тегів та внутрішнє перелінкування для SEO сторінки","2","failed","2026-06-15T12:36:55.596Z"
"65","https://cyfrovahata.com.ua/","faq","Поширені запитання про розробку сайтів та SEO просування","3","failed","2026-06-15T12:37:27.802Z"
"66","https://cyfrovahata.com.ua/","seo_block","Оптимізований SEO блок для локальних запитів з розробки сайтів та просування","2","failed","2026-06-15T12:37:27.807Z"
"67","https://cyfrovahata.com.ua/","content","Удосконалення мета-тегів та внутрішніх посилань для кращої структуризації та клікабельності","2","failed","2026-06-15T12:37:27.815Z"
"68","https://cyfrovahata.com.ua/yak-vybraty-kompaniiu-dlia-rozrobky-saitu/","faq","Часті питання про вибір компанії для розробки сайту","3","invalid","2026-06-15T12:37:56.339Z"
"69","https://cyfrovahata.com.ua/yak-vybraty-kompaniiu-dlia-rozrobky-saitu/","seo_block","SEO оптимізація для розробки сайтів в Україні","2","invalid","2026-06-15T12:37:56.343Z"
"70","https://cyfrovahata.com.ua/yak-vybraty-kompaniiu-dlia-rozrobky-saitu/","content","Оновити метадані і внутрішні посилання для покращення SEO","3","invalid","2026-06-15T12:37:56.357Z"
"71","https://cyfrovahata.com.ua/skilky-koshtuie-sait-pid-kliuch-v-ukraini/","faq","Чи входить SEO просування у вартість сайту під ключ?","3","invalid","2026-06-15T12:38:40.358Z"
"72","https://cyfrovahata.com.ua/skilky-koshtuie-sait-pid-kliuch-v-ukraini/","seo_block","Переваги розробки сайтів в Україні з професійним підходом","2","invalid","2026-06-15T12:38:40.401Z"
"73","https://cyfrovahata.com.ua/skilky-koshtuie-sait-pid-kliuch-v-ukraini/","content","Оптимізована структура сторінки і опис для кращого SEO","3","invalid","2026-06-15T12:38:40.442Z"
"74","https://cyfrovahata.com.ua/seo-prosuvannya-saitiv/","faq","FAQ для SEO просування сайтів","3","failed","2026-06-15T12:41:24.373Z"
"75","https://cyfrovahata.com.ua/seo-prosuvannya-saitiv/","seo_block","SEO оптимізація та просування сайтів в Україні","2","failed","2026-06-15T12:41:24.378Z"
"76","https://cyfrovahata.com.ua/seo-prosuvannya-saitiv/","content","Оптимізувати заголовок, додати метаопис та внутрішні посилання","3","failed","2026-06-15T12:41:24.381Z"
"77","https://cyfrovahata.com.ua/category/rozrobka-saitiv/","faq","FAQ: Розробка сайтів в Україні у 2026 році","3","invalid","2026-06-15T12:41:36.177Z"
"78","https://cyfrovahata.com.ua/category/rozrobka-saitiv/","seo_block","Важливість SEO просування сайтів при розробці у 2026 році","2","invalid","2026-06-15T12:41:36.184Z"
"79","https://cyfrovahata.com.ua/category/rozrobka-saitiv/","content","Оптимізація і поліпшення метаопису та внутрішніх посилань","3","invalid","2026-06-15T12:41:36.188Z"
"80","https://cyfrovahata.com.ua/pidtrymka-saitiv/","seo_block","Підтримка сайтів в Україні: стабільність і якість роботи","2","failed","2026-06-15T12:41:59.239Z"
"81","https://cyfrovahata.com.ua/pidtrymka-saitiv/","content","Оптимізувати title і description, додати внутрішні посилання","3","failed","2026-06-15T12:41:59.243Z"
"82","https://cyfrovahata.com.ua/pro-nas-cyfrovahata/","faq","Часті питання про послуги Цифрової хати","3","failed","2026-06-15T12:42:10.946Z"
"83","https://cyfrovahata.com.ua/pro-nas-cyfrovahata/","seo_block","SEO оптимізація з акцентом на локальні ключові слова","2","failed","2026-06-15T12:42:10.948Z"
"84","https://cyfrovahata.com.ua/pro-nas-cyfrovahata/","content","Оптимізація контенту для залучення локальної аудиторії","2","failed","2026-06-15T12:42:10.950Z"
"85","https://cyfrovahata.com.ua/seo-prosuvannya-saitiv/","seo_block","Покращити локальне SEO просування для України та Ужгорода","2","failed","2026-06-15T12:42:24.066Z"
"86","https://cyfrovahata.com.ua/seo-prosuvannya-saitiv/","content","Оптимізація заголовків, описів та внутрішніх посилань","3","failed","2026-06-15T12:42:24.098Z"
"87","https://cyfrovahata.com.ua/chomu-sait-ne-prynosyt-kliientiv/","faq","Чому сайт не приносить клієнтів? Часті запитання","3","invalid","2026-06-15T12:43:03.239Z"
"88","https://cyfrovahata.com.ua/chomu-sait-ne-prynosyt-kliientiv/","seo_block","SEO просування сайтів: підвищення відвідуваності і заявок","2","invalid","2026-06-15T12:43:03.268Z"
"89","https://cyfrovahata.com.ua/chomu-sait-ne-prynosyt-kliientiv/","content","Оптимізація контенту та внутрішні посилання для підвищення конверсії","2","invalid","2026-06-15T12:43:03.271Z"
"90","https://cyfrovahata.com.ua/yak-vybraty-kompaniiu-dlia-rozrobky-saitu/","content","Покращення метаданих і внутрішніх посилань","3","invalid","2026-06-15T12:43:18.181Z"
